# Reference values copied from the public-domain PDAS NACA456 samplnx.zip
# sample outputs.  Columns are: airfoil xupper yupper xlower ylower.
63a210 0.013964 0.015058 0.016036 -0.012258
63a210 0.018893 0.017409 0.021107 -0.013878
63a210 0.028795 0.021392 0.031205 -0.016522
63a210 0.038732 0.024771 0.041268 -0.018684
63a210 0.048689 0.027754 0.051311 -0.020542
63a210 0.058660 0.030446 0.061340 -0.022183
63a210 0.078631 0.035170 0.081369 -0.024982
63a210 0.098628 0.039222 0.101372 -0.027301
63a210 0.118644 0.042764 0.121356 -0.029268
63a210 0.138674 0.045893 0.141326 -0.030955
63a210 0.158713 0.048671 0.161287 -0.032409
63a210 0.178761 0.051132 0.181239 -0.033651
63a210 0.198816 0.053310 0.201184 -0.034708
63a210 0.218876 0.055232 0.221124 -0.035597
63a210 0.238941 0.056908 0.241059 -0.036324
63a210 0.259009 0.058369 0.260991 -0.036916
63a210 0.279081 0.059611 0.280919 -0.037362
63a210 0.299155 0.060632 0.300845 -0.037661
63a210 0.319232 0.061418 0.320768 -0.037793
63a210 0.339311 0.061991 0.340689 -0.037781
63a210 0.359391 0.062354 0.360609 -0.037623
63a210 0.379471 0.062515 0.380529 -0.037329
63a210 0.399552 0.062470 0.400448 -0.036892
63a210 0.419633 0.062225 0.420367 -0.036318
63a210 0.439713 0.061786 0.440287 -0.035612
63a210 0.459792 0.061164 0.460208 -0.034785
63a210 0.479869 0.060371 0.480131 -0.033850
63a210 0.499944 0.059409 0.500056 -0.032808
63a210 0.520017 0.058291 0.519983 -0.031673
63a210 0.540087 0.057026 0.539913 -0.030455
63a210 0.560154 0.055613 0.559846 -0.029154
63a210 0.580218 0.054064 0.579782 -0.027785
63a210 0.600278 0.052386 0.599722 -0.026354
63a210 0.620335 0.050583 0.619665 -0.024871
63a210 0.640388 0.048658 0.639612 -0.023339
63a210 0.660437 0.046620 0.659563 -0.021772
63a210 0.680482 0.044474 0.679518 -0.020180
63a210 0.700523 0.042224 0.699477 -0.018572
63a210 0.720561 0.039884 0.719439 -0.016970
63a210 0.740596 0.037461 0.739404 -0.015391
63a210 0.760630 0.034961 0.759370 -0.013857
63a210 0.780668 0.032390 0.779332 -0.012396
63a210 0.800735 0.029720 0.799265 -0.011027
63a210 0.820773 0.026906 0.819227 -0.009795
63a210 0.840745 0.024012 0.839255 -0.008659
63a210 0.860686 0.021066 0.859314 -0.007586
63a210 0.880604 0.018208 0.879396 -0.006438
63a210 0.900505 0.015193 0.899495 -0.005385
63a210 0.920402 0.012129 0.919598 -0.004282
63a210 0.940303 0.009117 0.939697 -0.003232
63a210 0.960213 0.006311 0.959787 -0.002388
63a210 0.970173 0.005002 0.969827 -0.002059
63a210 0.980134 0.003715 0.979866 -0.001754
63a210 0.990092 0.002356 0.989909 -0.001375
63a210 0.995064 0.001554 0.994936 -0.001064
63a210 1.000000 0.000000 1.000000 0.000000
